id,receipt_id,ico,cash_register_code,issue_date,create_date,customer_id,dic,ic_dph,invoice_number,okp,paragon,paragon_number,receipt_number,type,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced,exemption,org_building_number,org_country,org_dic,org_ic_dph,org_ico,org_municipality,org_name,org_postal_code,org_property_registration_number,org_street_name,org_vat_payer,unit_building_number,unit_cash_register_code,unit_country,unit_municipality,unit_postal_code,unit_property_registration_number,unit_street_name,unit_name,unit_type,pkp,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by
824,O-80C9138F4E384A5A89138F4E382A5A85,31788891,88810372748100001,11.09.2024 12:30:58,11.09.2024 12:30:58,,1037274810,SK1037274810,,5d64e583-ae93e0cd-557936fb-ad58710b-c94d3861,b'\x00',,821,PD,,5.18,5.7,,,0.52,,10.0,b'\x00',1D,Slovensko,1037274810,SK1037274810,31788891,Bratislava - mestská časť Nové Mesto,RNDr.Alžbeta Gábrišová-Lekáreň Pokrok,,10990,Račianske mýto,b'\x01',A,88810372748100001,Slovensko,Bratislava - mestská časť Nové Mesto,83104,1,Račianske mýto,,STANDARD,qkR38yDJGx7XvijyEscs7HBcPbKqmgxSVdWkBtIl3FmDgfzKCmnONI3eHW/aiA4yR+IbemtJrIbvvrEMTjdbRaqagMeShyp1RsL9b/5718RhRwbS+BYM6rBOfMuBS+m54/G2IMB4F9RtVofi+nXWmZh2TXTHv40ZX5aV9hKr702QOvGWdyUGy4gCfQ+erIJziTdaLAca7t/fsXf6l4UsUvLfc4ZPXQ1SyMMM4t1HuqxMQjtBAdHIzF/pGgfZX03kdmn4pjbp1OKqxyEYL31O+9GHxLOiO3Y1I0LNW8P/nN46UuGBzeDucyQ534JHRxPhFES0emzTX9f8pNbHwsgUpQ==,Zdravie a osobná starostlivosť/Lieky a zdravotná starostlivosť,237,307,2024-09-17 17:39:30,2024-09-17 17:40:07,7,7
825,O-B62462DEFAA8499DA462DEFAA8B99D64,44895402,88820228627540002,08.09.2024 14:11:13,08.09.2024 14:11:13,,2022862754,SK2022862754,,089a4d1e-046c35b3-fd1fbf8a-22c655ce-1698898a,b'\x00',,752,PD,9.67,58.09,75.5,0.0,1.93,5.81,20.0,10.0,b'\x00',A,Slovensko,2022862754,SK2022862754,44895402,Bratislava - mestská časť Ružinov,"JUVIK, s. r. o.",,5,Dulovo námestie,b'\x01',,88820228627540002,,,,,,,PORTABLE,CdfkZ7AcmJTCrITc+r31dz9Avx397XOhEtxj6yKEuqhqZ6e4T6vx45GV86LJHh75Gpl/gvArB06+/AC1VTqGpVO33l+cRF2MaekN6jRDJE5Z7C3CR4vLOp6v13kOoODIjvukPDgamLFcbRT87Eo2yHiw+JSMsmQa9W7EkQ+MM2KBxELZpRmYcQrAnwQPEPnO3EUeGvb+Me0Oz28zOWL5QaepLtWUBWp2R1zx27zINWvA/eDwnhMfhxfvB/FxN4mi6ZCWc4/SapC2kWhp01ZngMk2sJXpRyHAp6qvpbSAZMelQJRp+mv4QOrgatE28cXtCbuys/EpI8mZsujkzr//+A==,Stravovanie/Reštaurácie a kaviarne,84,97,2024-09-17 17:40:36,2024-09-17 17:40:58,7,7
826,O-32F3007B1E1848C4B3007B1E18E8C4E3,55673325,88810840708780001,13.07.2024 10:04:03,13.07.2024 10:04:03,,1084070878,SK1084070878,,D9BE15F0-EB31BC74-26313686-C8EFE3D3-95576D5E,b'\x00',,520,PD,10.95,0.81,14.03,0.0,2.19,0.08,20.0,10.0,b'\x00',,Slovensko,1084070878,SK1084070878,55673325,Štefanov,Tomáš Haba - Rozličný tovar,,363,Štefanov,b'\x01',,88810840708780001,Slovensko,Štefanov,90645,343,Štefanov,,STANDARD,l3zLRxH0slujUX6DptL7p1pSxlZr2izsTMAFk7i2sNI+8PAosxnIO9uQRx87iHEKxaBlkanOfHoKom0bwiwf9Nj9ObIjSi8mDD1bMQperehZF9zqa8n8vXA5tsgKriYgRoxx78Dr5ZYB3pcfcdoNwG+xJ+xlor675vWQ2kZbYO86ZV0pxSI3D64dBNVbl11Qyz5zIVgxxejJneXqytlUrguOMhU0/vJabVgNaXeyu8Etor01j1q2grxwuNZx1rHwutiWd52N3nU1642QIATCNyuGKyfVKdCiTbmZXhx/WYJqFcCh6ZcO7Lv3TCDt0culYMb94JyuNXuqKwJSbSOoaw==,Stravovanie/Potraviny,151,187,2024-09-17 17:41:20,2024-09-17 17:41:23,7,7
827,O-1EECC5E1B4CF4D7AACC5E1B4CF4D7A9F,51007002,88821205580880002,12.08.2024 12:19:25,12.08.2024 12:19:25,,2120558088,SK2120558088,,6281ff04-bf183b90-c252825b-ad3c15c2-12918b0d,b'\x00',,1198,PD,,23.73,26.1,,,2.37,,10.0,b'\x00',,Slovensko,2120558088,SK2120558088,51007002,Bratislava - mestská časť Staré Mesto,"ADJ, a. s.",,71,Grösslingová,b'\x01',A,88821205580880002,Slovensko,Bratislava,83101,1,Račianske mýto,,STANDARD,Et1QF9+COunGxqz62+kpsTx2VPtogbLEc28tgXvC5E28b3QdOdgMiCcBGFjGQ0KT1PQi8hpbbIeZFdbbyMypQAQWxzIFCTlpneKjbwYlFPdlAVlQEVOWwGmYZ12OGab0Hr3/RCep67bz4UFJG+AVaOTSTkVHwrjcsntRWZBqu+RjUW0gsU+Qo9RPr2p+M3mjfIeoImtqqbG/DSqV8zMryiunGV4AbeR8O0B5yrostDMVUkvlhcDTOrh4oAxyk5qnySMq9gVjIKOGVQe6mEYe6c3xCAt/ihNTSwDDOdGXY4HAd4VchOUmCSPXVHhXeBwqVRL7v9ayj//1joAvsQSxPg==,Stravovanie/Reštaurácie a kaviarne,232,299,2024-09-17 17:41:31,2024-09-17 17:41:47,7,7
828,O-F6B54F07D1D94D83B54F07D1D94D835B,35793783,88820202794152467,14.08.2024 19:05:46,14.08.2024 19:05:46,,2020279415,SK2020279415,,D0AA7AC8-79525F1F-8266B632-7DD4A1C5-9ADA1604,b'\x00',,10382,PD,21.87,3.12,31.47,1.8,4.37,0.31,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, s.r.o.",,1E,Ružinovská,b'\x01',,88820202794152467,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,Q3NhD+3YoTUdtfPWnSHzjRJsn2t8npzZDc/yBX5InBL4WZ13hhKZwRfsUnjrFkycraF2LWr6WCPwoJSKkKAftZn+3zyeE6Sgh95PN58v3Lon76H4BMIQjfjUodObj36rsVjL6UUuLQRX7tx7cw+5+fh4x5tcAawTRa692wx62mJEpzMYS8LIKktljx7nfi3Oze6WcICNhtCwZDCP3la/PONKktuSDa3TkcTW+RPbfYmYg8fgBN5+8appDJHXLWmgFuo5Y6RUIoQ/GU03YSgHfFgPn6kkNnFAe/Z18zeNot+nCOxZozP17ikl56Jl1qgwYXvtbHkOBVb/q+tC19bvpQ==,Stravovanie/Potraviny,3,10,2024-09-17 17:41:56,2024-09-17 17:42:00,7,7
829,O-25F16E7B164B4E3BB16E7B164B3E3BF5,53066669,88821212632210001,01.07.2024 11:35:22,01.07.2024 11:35:23,,2121263221,SK2121263221,,642b46c8-4957c687-5633b0f5-1697d0d8-ca57c664,b'\x00',,13,PD,0.0,9.09,10.0,0.0,0.0,0.91,20.0,10.0,b'\x00',,Slovensko,2121263221,SK2121263221,53066669,Bratislava - mestská časť Staré Mesto,"LEON BA, s. r. o.",,50,Grösslingova,b'\x01',,88821212632210001,Slovensko,Bratislava,85107,5,"Zuzany Chalupovej, Slnečnice Market",,STANDARD,IpCiVgpqmFu9i1cTl2wJvxkrtYF9e2rQbG2eDne+W+igjoWIv0zcGnlGu3J8cDvw3gyl/NZBDyAyabOQSX5M4WL708c3UPnGURCLU6+FzSky1m3ULBY66L+a5UkajnnCqqrDNV/HLBk3eU549U64V+umzTV15zLC84Htdyr+vtdCT6raP/MBA+HpU8aj/bHLNp93M1OIB89KiKs/ilVa/oRTDk7Cp2qb9QQu+QmsTnfIxCrV47NB8ITkhNBdJrZRxkFiduIyblHjYAvXkv0mYjTuIhaxtPrdQY+gTQxpycKY5jbFZqfUWqkAEDSdK9/NXTuqHizmHE/8qY/qIVoTFQ==,Stravovanie/Reštaurácie a kaviarne,238,308,2024-09-17 17:42:28,2024-09-17 17:42:39,7,7
830,O-D732C0C2C8A94066B2C0C2C8A9C06603,35821272,88820215961590017,18.08.2024 17:04:58,18.08.2024 17:04:58,,2021596159,SK2021596159,,C341919C-9329CD43-CC59B53C-B91CA251-9AFF8B15,b'\x00',,1461,PD,10.82,0.0,12.99,0.0,2.17,0.0,20.0,10.0,b'\x00',,Slovensko,2021596159,SK2021596159,35821272,Bratislava - mestská časť Nové Mesto,Peek & Cloppenburg s.r.o.,,1,Jarošova,b'\x01',,88820215961590017,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,ha9bzZfCmhW/njnDZgKsjn82IyZBK95Z1qzskF2Kn8/1DONLHmqQ9l0iMgEQk+fBUaxPHDFPWoUthls1y9OWgVGga+kWK0tM090f/3ficz80zmi4R/AcUqPGLdXCA5YY8Xcz2aL5qNAg4iKHJnLfnVt+L3OpQsp7sKkWo8pB3GbP2nQ/eQ0BGBqEoViHhQNouuu5tu5/xiCPGIMiSC3o31Xa2fKTFpYFKtdY/c4iZyjxIwMjPTOC3A64x5oZYCTsnFzP7AkhJVUcwEewvrYKh3p/AZnHLXGlYml2w2ZXg6zlsbEHzt04MgX2lOwxCJjeGqsQ9yUQcy8GSohk/OZWpg==,Oblečenie a obuv/Móda,6,109,2024-09-17 17:42:47,2024-09-17 17:42:54,7,7
831,O-39A66507E473460CA66507E473E60C95,35793783,88820202794152465,30.08.2024 12:25:36,30.08.2024 12:25:36,,2020279415,SK2020279415,,493F753A-A3D5F5EF-C6000FB6-74517EA0-231C02C7,b'\x00',,28219,PD,36.62,7.94,52.68,0.0,7.33,0.79,20.0,10.0,b'\x00',,Slovensko,2020279415,SK2020279415,35793783,Bratislava - mestská časť Ružinov,"Lidl Slovenská republika, s.r.o.",,1E,Ružinovská,b'\x01',,88820202794152465,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,OLJ+h95g0h/f8VvjxiFKg868oJ98TElygvvqnRSr/BXDILCYfAc/rJKaN7K3MdPYI3hhWZpKe0wgDeRD/5x0oQlIKEsldQ4nDayFwmdjQ1xl2IvQqqVDsvK78cMema63BOQvXqW4Pf6bRleFG2u839YlSHZV5zgPYFfLVPT6/V13/RS/+VkXGKU57navDuLyp4zDF6TY/qqPnfZni6FWgto6kIr5cm+RxJpg5f9Z1TIaZqnNL+T/0bnXE5ut+dBRoryDkH7Oj2pmA6NRRsvZz76jdHuvh4S6PW2KFwMx1zYyRZMaXH1wMYIxJmTFvGrFTB4ZXvlK06w3Al55ZM9mpw==,Stravovanie/Potraviny,3,10,2024-09-17 17:43:01,2024-09-17 17:43:08,7,7
832,O-AB8CC509B7204C8A8CC509B7203C8A3E,46883673,88820236430500004,31.07.2024 22:41:21,31.07.2024 22:41:21,,2023643050,SK2023643050,,3bfd72f0-fcbccf82-67d730be-ce612032-33a83464,b'\x00',,498,PD,20.5,9.91,35.5,0.0,4.1,0.99,20.0,10.0,b'\x00',,Slovensko,2023643050,SK2023643050,46883673,Bratislava - mestská časť Nové Mesto,Eventissimi s. r. o.,,29,Račianska,b'\x01',,88820236430500004,Slovensko,Bratislava,81101,3,Beblavého,,STANDARD,WEZDxiwZthI4Y6ny9zBh2rX0stqZJvKtYP/E7zRQQIiiaiyUF3brTUIwTeuVOpjdH2WiZhFJ3qULuem27PeUWj+iZVfX4XNRzo3D8cEJAe+D7WSq1ur2hoeCj9jDOuwn80rEpzNFkhlG0GVzz5NssnBQg4QPTDwkuJpCeiHSf53YDo0se9I3kEfFjOhHUsdd90HRdEOe73c5GDM95vPx68gk+NlRwILH6EgrIGGkPjQIhbRsn0IRdYj3snD3F3oK8RCtwdmRWq6vcKkhcOKOcK/5EQrMooUosRVmf6rXeLPZapW7ZpKgw5dEPzIa+1FTe+e0Yu4MB1cKtFxFpu6yoA==,Stravovanie/Reštaurácie a kaviarne,98,309,2024-09-17 17:43:02,2024-09-17 17:43:14,7,7
833,O-E3671C79411F41A1A71C79411FA1A1F6,46241329,88820232930520010,22.07.2024 13:59:01,22.07.2024 13:59:01,,2023293052,SK2023293052,,e5e08cc7-88bda9f3-d82a4171-d090c50e-d4f180f3,b'\x00',,1699,PD,3.0,2.91,6.8,0.0,0.6,0.29,20.0,10.0,b'\x00',,Slovensko,2023293052,SK2023293052,46241329,Bratislava - mestská časť Ružinov,"Trnka Gastronomy, spol. s r. o.",,60,Záhradnícka,b'\x01',,88820232930520010,Slovensko,Bratislava,81107,2,Námestie Mateja Korvína,,STANDARD,erBoId/BPUHpX9C9/cF+qd7Ur42J4dsplz82/tWmM/VQ/ku2TqOpqLkNeMqfGZRQW4FU3I0d09NYckAFL91DLL1UDtKcvdx5qdKcuhyz7uNHWve9o2q8ZctVYyQ+ij9q164QKbYmNwsF6cy3gm9dcjUZBpO4TwisVfH5rhHXxLwk91Xph1hwgYDKmVTRUPiawaaxfY9b2YSS7Ppv8VLVxUuITPyiEQXm0ta4q5pfwKm6xf1/1MyuRfEvKdu4XI+MJiEWEEJKwipr3CSU2ypL54n8iMgyjK+ZsTvmG65yToiU0hnQP3+ac/HeEQjwsdXOnPQ7N8d7cFJUyX7mI7FCmQ==,Stravovanie/Potraviny,200,251,2024-09-17 17:43:25,2024-09-17 17:43:25,7,7
834,O-11A8B4058AF34D25A8B4058AF33D2548,36298883,88820201747060010,26.07.2024 17:00:17,26.07.2024 17:00:17,,2020174706,SK2020174706,,44885437-3f88d9be-e0d3c5c7-61926320-0d87f2ab,b'\x00',,22158,PD,41.77,0.0,50.13,0.0,8.36,0.0,20.0,10.0,b'\x00',,Slovensko,2020174706,SK2020174706,36298883,Veľké Bierovce,"DALITRANS, s.r.o.",,266,Veľké Bierovce,b'\x01',,88820201747060010,Slovensko,Šaštín - Stráže,90841,487,M. R. Štefánika,,STANDARD,GMcOyAZ1VQ29ZAzSnE5FGHJi/U+6mGEeI6I0NLOh1BtV6Uydhcb9ZJYKPw5kaU1exX2aJnhvJSLSc0Or/VWbAR8RRSYWjCyV4M0wfUggHW7x7p5dR+602x7++IANbbAfIutUBLKrMA2PmorCutrxmfquwfHkFgts6c/4Bq/UA5oRV6n/w/Oo/HriMSbx3t09qfLBz+FB9bD1gbxBMDqVKWRemPZmET3L2Lyj+tGYdxdSI+m3XzrhuKztOkHBzePVvkVXECtsy0gi3QGHxF1gsT8Bpuf+iz1SltHcN3QpadbpfvC9gX1nfTFwn+ha/eGoOzFoBcvoZXneDDo9oTKZ/Q==,Auto-moto/Pohonné hmoty,18,22,2024-09-17 17:43:29,2024-09-17 17:43:35,7,7
835,O-7052709DBDFE497F92709DBDFEE97F0D,46924469,88820236698680015,12.08.2024 14:25:56,12.08.2024 14:25:56,,2023669868,SK2023669868,,C21CE9C4-541E401C-4E96C9D5-33142916-188DE931,b'\x00',,1302,PD,4.17,0.0,5.0,0.0,0.83,0.0,20.0,10.0,b'\x00',,Slovensko,2023669868,SK2023669868,46924469,Bratislava - mestská časť Staré Mesto,Tiger Stores Slovakia s. r. o.,,43-49,Obchodná,b'\x01',,88820236698680015,Slovensko,Bratislava,82109,16,Mlynské Nivy,,STANDARD,BRJyk75B0y91MEY+LOW72zLNqs2pM3RqtmiHBLQucy6aw5xFIe4Hnrsyfq3iv/WOepaMYnndg0WSVs/d6RGjyyP1dsQ8x3YdHYma6aLR1KwD2k3r4I548V/oLC/z3hWkJayL2x4zWH9j/fq/tXWRwhwRbUMFUSrLE0lDG+z90iXRc/CbilbuzWQ2nStIqR1yFqBfEWhQCDmKqGSQVPBY3MbZwHMhvZ7tTz1sCbU1MBlGTu0vQanicGKoNYOM4ZcjDu00s4/qfvKSHuE+FsIWqHcveGkV0x21ugnUXxYUjM9ktbMCQNovNC9qONU95xRWSO4v37scnyCrkGaoCAOUZw==,Zábava a oddych/Hry a hračky,234,302,2024-09-17 17:43:47,2024-09-17 17:43:53,7,7
836,V-14D1CF0D85F54B7E91CF0D85F54B7EA5,31618618,99920205301160001,20.07.2024 14:04:16,20.07.2024 14:04:16,,2020530116,,,9279277e-8f7af19a-41abf5d5-1961f1a1-82664c65,b'\x00',,99,PD,,,39.7,39.7,,,,,b'\x00',25,Slovensko,2020530116,,31618618,Kremnica,"FIDENZA, spol. s r.o.",,13,Štefánikovo nám.,b'\x00',,99920205301160001,,,,,,,PORTABLE,X399nnlqjVaKlp7h2QAKMf1BXSJeHwy6Xs1WhFsAF+czUCiSM3Nx67lcCu+8u3hXfy6sYsqG2PvlWvwLqMlbAWaRMdRQe2OPgc4uyj14fTHR3gVnfDUqf4w8zvqrhpTWzn8KhDXKTjuOXQHMKkGPtMhj0SRgc+qmcv+93lb4tdHdFlAsLBDt20m0AxIX/Abzc7iojBtM/NTXyuZHwjsOzCa2Err4C67ydAxoOJ70d1Wffl/IwgFKKrxanRmqm3hPrFtibIdoLLv5Dt7k0U+WePOIpKub+aU3Zs4wGVJRBAr4hSJhBFdfevEHebxpM0f9cwIpsuMMYtnVFANQPRRaLw==,Stravovanie/Reštaurácie a kaviarne,239,310,2024-09-17 17:43:51,2024-09-17 17:43:55,7,7
837,O-EF33BB20C8314B3AB3BB20C831EB3AB5,00010448,88820204534790002,19.07.2024 14:59:40,19.07.2024 14:59:40,,2020453479,SK2020453479,,A40D321A-AC8E3504-3D3AF454-E4F30BE4-A67E1A9A,b'\x00',,1447,PD,7.5,,9.0,,1.5,,20.0,,b'\x00',24,Slovensko,2020453479,SK2020453479,00010448,Kremnica,"Mincovňa Kremnica, štátny podnik",,25,Štefánikovo nám.,b'\x01',24,88820204534790002,Slovensko,Kremnica,96701,25,Štefánikovo námestie,,STANDARD,CPh6Yj80wX0XboLsF+JhDYA1lc1Iw6KSpNPoAAR6bXNFMT8BjTkPY8SeToR2me/ZgtATU/iSebTEuBBeFBd0Itb2dW36wMJ3ikKdnYobzIg+lGd+WpQfdvoj7KKWpkqWjh5xN2U2wmoZNd7WB+a6/xPGRQvr2XiP/x6JUBZgkk86NI9NeBqjJvniHEy+voR4Jhx0QF1v9QkGc8fyXhtLpbl/hTmiSx3Kju0rdlGupHjK4jSOkcNu0PN61L+6W9VNl20PhuYDHm/DQhZ+wW11ULEfZb75RYFyKoQm+5A5fdxtqlaD1VYbnLwBn1XDdP8yJzA8WTkcMYDf0MFp5LFDFg==,Zábava a oddych/Zábava,240,311,2024-09-17 17:44:01,2024-09-17 17:48:44,7,7
838,O-0601BC811E37414681BC811E37014684,55333672,88821219540980003,13.08.2024 19:11:34,13.08.2024 19:11:34,,2121954098,SK2121954098,,AFC4692B-1B29BD31-755BE815-64B6975B-D8DAA252,b'\x00',,2852,PD,31.75,0.0,38.25,0.15,6.35,0.0,20.0,10.0,b'\x00',399,Slovensko,2121954098,SK2121954098,55333672,Kráľová pri Senci,DH Gastronomy s. r. o.,,,Kráľová pri Senci,b'\x01',5,88821219540980003,Slovensko,Bratislava,82108,A,Mlynské Nivy,,STANDARD,Flh9DeLtZe0no93mB7YObj4mdDT0p1BnSyNvj1LzUVEw2RguXSoYl03022FeIWa5YS1Ibdyjr8DX/GKSpel2vceOt2q+8XuOtJRE+PtZlF7ymJ96cz/MAr8xUL87aSbG8Sbac5FCqpLglQgtCTod7mE8X+RWuGxyyhEcSAfYl21px3zofb3BfACrooIOoFyxDGVpPLPAJsAaUtkAlKwNFO05N9Za06+2HnbeTYVWMTiIfOP0gCKlf1Rr8GlUT+QwpS5DHpnDl9/uLqcaJurqCX5ksIzzbT7b9zhCrGBuqCNGNYUwkArhxHDSw/Dw46bZLmuhdDelk6kSN3GiEKCbkg==,,241,312,2024-09-17 17:45:19,2024-09-17 17:45:19,7,7
839,O-9E015E757EB44DB2815E757EB42DB2D9,46288481,88820233289450003,29.06.2024 13:37:12,29.06.2024 13:37:12,,2023328945,SK2023328945,,7606C014-46197DE7-4FAAA05B-76E6F029-A8117829,b'\x00',,3166,PD,28.75,69.0,110.4,0.0,5.75,6.9,20.0,10.0,b'\x00',18,Slovensko,2023328945,SK2023328945,46288481,Košice - mestská časť Vyšné Opátske,Koshi Sushi s.r.o.,,2776,Jelšová,b'\x01',,88820233289450003,,,,,,,PORTABLE,HTRiazCD8dnhiDjc50e6ZuZQzBDhLAfVZW0KZpILZstAbx1XvtDeifpdb5DmMnKQr6ZLq0iRamP2+j6BZdlc6D/aLkrMzFlyyQIZZhRbaBXg76/KHSuUxdaoLhmi6gsv5KU7IuM3EdnlN821Rn4Li+pLTH4ZXffasypGoylFlJejRbElgK1Ezqlf7FKISXdrYc7c3qFUiaslA8pqcw9LB2nQk3FkUhbcjJN/NMEWm4KDVMPRGhLgFs7bZHT/3pcpMvOPTBMnbsBaZ/Swbs4M5OOvanYSMf/4WO4tqQlDUA7KE8lxrBntkrph/YoSaTl8AK3k7Zo4q16ZZeXx9tRcuA==,,242,313,2024-09-17 17:45:38,2024-09-17 17:45:38,7,7
840,O-E589B107EC09424689B107EC09224677,50708368,88821204308180001,27.06.2024 11:44:52,27.06.2024 11:44:52,,2120430818,SK2120430818,,32D0D607-4BABA475-38909F71-AAF4F91B-D1AFD178,b'\x00',,3131,PD,0.0,7.1,7.81,0.0,0.0,0.71,20.0,10.0,b'\x00',,Slovensko,2120430818,SK2120430818,50708368,Bratislava - mestská časť Staré Mesto,"VLR, s. r. o.",,18,Mickiewiczova,b'\x01',,88821204308180001,Slovensko,Bratislava,81107,48,Mýtna,,STANDARD,plQf6lQ9J5yKtUBasuA7HBHYw4c/JSfgezbYdgSxNXy1gHpGlslrAZkGS1GiIzNhr4UxWd5JJgObL5vRRR+baVn7sIHaARZ/bI1bXAEhB30KrafOEuACJSb1QGPZ3Rs6PiztOvmI/4Rx7/zumaHZJrNasR2kibL6S79Rut3aQRmYwhU0D1+N4HuKI3x5hGDTkDdqTnKnN3w9beefQzXSXSO5Gsio5ve9CRccMiXRge6QX4jLLh5JWt6OoYvbu/q/+tynd+/vOKrjl3uOo1HmKQdC008QFSHYviT+psBmQvIoE2P29a63r/EDfyntEgAE1cdytVo3bTQsiP+ZkUAhcA==,Stravovanie/Reštaurácie a kaviarne,187,238,2024-09-17 17:46:38,2024-09-17 17:46:38,7,7
841,O-2FBC6D2284D64171BC6D2284D64171B2,55333672,88821219540980008,13.08.2024 19:22:29,13.08.2024 19:22:29,,2121954098,SK2121954098,,ACA859A0-F8F6CD45-A92CFBB2-434A5763-978090A1,b'\x00',,1522,PD,0.0,3.18,3.5,0.0,0.0,0.32,20.0,10.0,b'\x00',399,Slovensko,2121954098,SK2121954098,55333672,Kráľová pri Senci,DH Gastronomy s. r. o.,,,Kráľová pri Senci,b'\x01',5,88821219540980008,Slovensko,Bratislava,82108,A,Mlynské Nivy,,STANDARD,mVaBSAJ+cM99XRHMcLJdhq1CwrgeB6QZx2mG6FwdYd1GumiLW9rBkRsw8NYGpmzA1iAOxnTvCxmXb64LBD9LSCQtdZkw2J1cy92Z9igcmeym3HoxlEgwNrV483u1YEFyP2tH5DzhNFCcaFN6mcsA55YwCw+vaUJBPeo8kKH/Y8Y/fF2/OmkwW8s2BrHyoGCdYyNENLXn6rLUiKORLAM9EiNG9P13WWyiw/DZjflDVbRxl98EwHEh+lnVL/7P3ajhmLGg+IZqKewoTyfDMKbD+88aEEbG397M3+QisXAGNE1tC0gfHXhCYRWmnn33+SEmF47OKUB1jolSh9WNmG5cTA==,,241,312,2024-09-17 17:46:53,2024-09-17 17:46:53,7,7
842,O-280C3C5F282E4ED48C3C5F282EDED447,36688771,88820222641450001,13.08.2024 15:35:42,13.08.2024 15:35:42,,2022264145,SK2022264145,,d21dac31-7dd30105-44bde67a-e1e274c6-b1862dbb,b'\x00',,68,PD,20.0,,24.0,,4.0,,20.0,,b'\x00',7,Slovensko,2022264145,SK2022264145,36688771,Kráľová pri Senci,"Cipele, s.r.o.",,7,Krmešská,b'\x01',,88820222641450001,Slovensko,Bratislava,82103,6,Nevädzova,,STANDARD,TyzzJlp02BSE6vV1qvmtydHT8AP/XAsa1LnuHeyZBq7iu+JaNyEocQZC0yshm4p9EpDiirtgYyxQHp97twfjOjbl7EpHNIbj1/XLwYU6AyR5cetOVY8aMZEevQuhM5PsD2Hw8NsCQkzk6VdEzNJaIuPIblTNikZeBAtS3j8OgTGJUpvio80ukZ/01zStz3D5tKhfS6MT9PmF2nJNlXVbOrOFpHqyiIw9IJh5117KCqFsrgLmNWFxtt8E7R2p2lMXnj+W7ATtu0fM85zHy95wsCYbJx0fGvnkFSdE3ApxwVcRt1k1QAcSGjKkWBjKaNRsZRYC0dL8F73ymzE6Kl0TmA==,Oblečenie a obuv/Topánky,52,59,2024-09-17 17:47:21,2024-09-17 17:47:36,7,7
843,O-B5DEB2DDC97A431B9EB2DDC97A831BCF,47147695,88820237685930036,06.07.2024 08:24:12,06.07.2024 08:24:12,,2023768593,SK2023768593,,2a599f22-1583848e-83330fef-b3be4002-7cf50c6f,b'\x00',,1273,PD,4.62,,5.7,0.15,0.93,,20.0,,b'\x00',A,Slovensko,2023768593,SK2023768593,47147695,Modra,Ko.Ma.Co-sk s.r.o,,136,Šúrska,b'\x01',,88820237685930036,Slovensko,Modra,90001,82,Štúrova,,STANDARD,K71gfxKvdK1/XU12spwSBII6kfp+aEQDOF/wlcOk6RW95/hl0betzGbo1Pi7odTZHOpBHPbTHMASU2jI5DMXXzQUrEJx9xeWJkVvw3HO13/C0HNJdGHyqcMSjmcQd6gA3YJ85721iNO39OabaxNfqMLNAiTawQIlqAyL4hNHzqbQOg5maxneBncqtE04HwFa01XBJcGnWR8hlckesEb9dszBohO7Vow7S9Gzmrghoj3SZZ2d2bVa/krbbDTPUATkIJPtEH066eeULjxTzFjn4CGlwiY4X26t1ns9U4QPv5WbgTRfzj+y+BcVOXioh2gWttonOclIWtO6gRiY7jIMUQ==,Stravovanie/Potraviny,243,314,2024-09-17 17:47:49,2024-09-17 17:47:54,7,7
844,O-8312AF6B9FB04F6592AF6B9FB0CF6520,50201638,88821202402650004,30.07.2024 15:06:15,30.07.2024 15:06:15,,2120240265,SK7020000350,,64bbf0be-587bcfec-488b8427-865236f8-b80d9c86,b'\x00',,4436,PD,,9.35,10.28,,,0.93,,10.0,b'\x00',A,Slovensko,2120240265,SK7020000350,50201638,Bratislava - mestská časť Rača,"BENU SK 61, s.r.o.",,2,Pribylinská,b'\x01',,88821202402650004,Slovensko,Bratislava,82109,3,Mlynské Nivy,,STANDARD,QH2qSx5FFac2T5tGIZ9UvGXeZoBb87xwQrr+fN2Z7nqXpbIn8Y9TOYHUTsCdPdM/tWTHnEmrv4kAirw65i+QHpiee3sEvkdRJRz7KldXjGyBBZ7sHvle26SdYxp1X68Qbi+FLbUu2HTW2bbwg3lJg002hRS0UYqI8NnlDWMNr6TxIG9hSmYqk8G839THU5rEAL38BQAMbyut5VxkrIjoGR6nFn0NuamJ6h9rN8x9YMZcewpuaeFr8PAifoKcuLEvvxLSQR7Lnsa5JwdS1iFMKLytuF5w4hW0CEkpzCpN9HAaQnri3h6xC3AYRru2NiLq+6ECQG2yhKK55ntVAC1+Fw==,Zdravie a osobná starostlivosť/Lieky a zdravotná starostlivosť,26,31,2024-09-17 17:48:05,2024-09-17 17:48:13,7,7
