id,name,item_type,price,vat_rate,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden
5441,Hov.poliev.zmes     ,K,5.482758620689656,10.0,meat/meat,2,175,2024-07-26 13:35:52,2024-07-26 13:36:09,36,system,b'\x00'
5442,"ZLT Mlieko 3,6% 1l  ",K,1.05,10.0,dairy/milk,2,175,2024-07-26 13:35:52,2024-07-26 13:36:09,36,system,b'\x00'
5443,HJÄLPA hak          ,K,1.5,20.0,basic/baking,139,164,2024-07-26 13:36:51,2024-07-26 13:37:06,36,system,b'\x00'
5444,HJÄLPA zav koľ      ,K,2.5,20.0,basic/baking,139,164,2024-07-26 13:36:51,2024-07-26 13:37:06,36,system,b'\x00'
5445,BUMERANG vešiak     ,K,4.49,20.0,pastry/sweet,139,164,2024-07-26 13:36:51,2024-07-26 13:37:06,36,system,b'\x00'
5446,BUMERANG vešiak     ,K,0.99,20.0,pastry/sweet,139,164,2024-07-26 13:36:51,2024-07-26 13:37:06,36,system,b'\x00'
5447,Masove gulocky 8 ks ,K,2.99,10.0,meat/meat-products,139,164,2024-07-26 13:37:23,2024-07-26 13:37:23,36,system,b'\x00'
5448,                    ,Z,-2.5,10.0,dairy/cheese,139,164,2024-07-26 13:37:23,2024-07-27 07:42:15,36,system,b'\x00'
5449,masove gulocky      ,K,1.0,10.0,meat/meat-products,139,164,2024-07-26 13:37:23,2024-07-26 13:37:23,36,system,b'\x00'
5450,Losos. fil. + hrášok,K,5.99,20.0,meat/fish,139,164,2024-07-26 13:37:23,2024-07-26 13:37:23,36,system,b'\x00'
5451,                    ,Z,-3.3,20.0,dairy/cheese,139,164,2024-07-26 13:37:23,2024-07-27 07:42:15,36,system,b'\x00'
5452,Zelenin.medailonek 1,K,0.5,10.0,fruits-veg/vegetable,139,164,2024-07-26 13:37:23,2024-07-26 13:37:23,36,system,b'\x00'
5453,čoko-mal kol        ,K,2.49,20.0,snacks/sweet,139,164,2024-07-26 13:37:23,2024-07-26 13:37:23,36,system,b'\x00'
5454,"Sóda 0,1 L",K,0.4,10.0,home/maintenence,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5455,"0,5l Zlaty Bažant ´73",K,2.9,20.0,drinks/beer,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5456,"0,5l Kofola",K,2.4,10.0,drinks/non-alcoholic,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5457,"0,33L Mattoni",K,2.6,10.0,drinks/mineral-water,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5458,"0,3l Kofola",K,1.5999999999999999,10.0,drinks/non-alcoholic,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5459,Mrož jahoda/čokoláda,K,1.6,10.0,pastry/sweet,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5460,Team up dospeli 90 min,K,23.9,10.0,free-time/toys,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5461,   Zľava  ,Z,-66.88,10.0,other,223,283,2024-07-26 17:11:50,2024-07-27 07:42:15,7,system,b'\x00'
5462,"0,5L Zlaty Bazant NEALKO",K,3.2,10.0,drinks/beer,223,283,2024-07-26 17:11:50,2024-07-26 17:12:06,7,system,b'\x00'
5463,Gin Tonic,K,5.0,20.0,drinks/non-alcoholic,223,283,2024-07-26 17:11:50,2024-07-26 17:12:07,7,system,b'\x00'
5464,"0,5l RADLER capovny",K,2.9,10.0,drinks/beer,223,283,2024-07-26 17:11:50,2024-07-26 17:12:07,7,system,b'\x00'
5465,Voda s citronom 1L,K,2.5,10.0,drinks/mineral-water,223,283,2024-07-26 17:11:50,2024-07-26 17:12:07,7,system,b'\x00'
5466,Espresso,K,2.3,10.0,basic/tea-coffee-soups,223,283,2024-07-26 17:11:50,2024-07-26 17:12:07,7,system,b'\x00'
5467,Menu 1,K,7.3999999999999995,10.0,eating,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5468,Menu 4,K,7.4,10.0,eating,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5469,Pilsner Urquel 0.50,K,3.2,10.0,drinks/beer,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5470,Kofola 0.5 l,K,2.5,10.0,drinks/non-alcoholic,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5471,Kofola 0.30 l,K,1.5,10.0,drinks/non-alcoholic,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5472,Natura 0.3 fl,K,1.9,10.0,home/plants-garden,224,284,2024-07-26 17:12:08,2024-07-26 17:12:08,7,system,b'\x00'
5473,GinTonic,K,5.8,20.0,drinks/alcohol,225,285,2024-07-26 17:12:21,2024-07-26 17:12:21,7,system,b'\x00'
5474,"Radler citrón čapovaný 0,5L",K,2.9,10.0,drinks/beer,225,285,2024-07-26 17:12:21,2024-07-26 17:12:21,7,system,b'\x00'
5475,Biliard ,K,8.4,10.0,dairy/cheese,225,285,2024-07-26 17:12:21,2024-07-26 17:12:21,7,system,b'\x00'
5476,Zmrzlina 33ml,K,1.5,20.0,frozen/sweet,224,284,2024-07-26 17:12:41,2024-07-26 17:12:41,7,system,b'\x00'
5477,smot.kys.Rajo 375g  ,K,1.79,10.0,dairy/cream,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5478,cl.jog.biely 500g   ,K,0.77,10.0,dairy/joghurts,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5479,zmrz.Carte d. 1l    ,K,3.99,20.0,frozen/sweet,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5480,vajcia 10ks/L Proo  ,K,2.99,20.0,dairy/eggs,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5481,Franc.nát.150g      ,K,1.29,20.0,health/vitamins-ointments,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5482,ŠQVARKOVÁ NÁT.150g  ,K,1.29,20.0,basic/tea-coffee-soups,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5483,mexická nát.150g    ,K,1.29,20.0,meat/meat-products,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5484,DOMÁCA KLOBÁSA      ,K,11.516853932584269,20.0,meat/meat-products,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5485,Paprika červ.voľná  ,K,4.0,10.0,fruits-veg/vegetable,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5486,KAIZERKA NATUR.55g  ,K,0.15,20.0,pastry/basic,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5487, ZĽAVA PRE ČLENA                        ,Z,-0.05,20.0,home/accessories,1,286,2024-07-27 11:15:26,2024-07-28 07:42:34,36,system,b'\x00'
5488,Uhorka kus          ,K,0.89,10.0,fruits-veg/vegetable,1,286,2024-07-27 11:15:26,2024-07-27 11:15:44,36,system,b'\x00'
5489,EVO Diesel,K,1.5098911968348172,20.0,auto/fuel,4,114,2024-07-27 15:42:24,2024-07-27 15:42:41,36,system,b'\x00'
5490,EVO Diesel,Z,-0.010385756676557863,20.0,auto/fuel,4,114,2024-07-27 15:42:24,2024-07-28 07:42:34,36,system,b'\x00'
5491,5397013001 OBOJSTRANNA POSTELNA BIELIZEN   SIVA  100% BAV. RENFORCE  ©/D: 140/200 70/90 CM,K,19.99,20.0,home/maintenence,226,287,2024-07-27 15:42:56,2024-07-27 15:42:56,36,system,b'\x00'
5492,"ml.Billa 3,6% 1l    ",K,1.19,10.0,dairy/milk,1,286,2024-08-01 16:22:23,2024-08-01 16:22:40,36,system,b'\x00'
5493,Prib. kakao 70g     ,K,0.93,20.0,dairy/joghurts,1,286,2024-08-01 16:22:23,2024-08-01 16:22:40,36,system,b'\x00'
5494, ZĽAVA PRE ČLENA                        ,Z,-0.24,20.0,pastry/sweet,1,286,2024-08-01 16:22:23,2024-08-02 07:44:09,36,system,b'\x00'
5495,billa j.čoko.145g   ,K,0.48,10.0,pastry/sweet,1,286,2024-08-01 16:22:23,2024-08-01 16:22:40,36,system,b'\x00'
5496, ZĽAVA PRE ČLENA                        ,Z,-0.09,10.0,pastry/sweet,1,286,2024-08-01 16:22:23,2024-08-02 07:44:09,36,system,b'\x00'
5497,billa jog.jah.145g  ,K,0.48,10.0,dairy/joghurts,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5498,Uhorka kus          ,K,0.79,10.0,fruits-veg/vegetable,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5499,BM tun.vlast.3x80g  ,K,4.99,20.0,basic/canned-fish,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5500,Billa Nitran 75g    ,K,1.89,20.0,meat/smoked,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5501, ZĽAVA PRE ČLENA                        ,Z,-0.4,20.0,pastry/sweet,1,286,2024-08-01 16:22:24,2024-08-02 07:44:09,36,system,b'\x00'
5502,Billa brav.šunka    ,K,1.59,20.0,meat/meat-products,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5503,Prib.vanilka 70g    ,K,0.93,20.0,dairy/joghurts,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5504,billa j.čučor.145g  ,K,0.48,10.0,health/vitamins-ointments,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5505,Cuketa voľná        ,K,0.9931506849315068,10.0,snacks/sweet,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5506,KINDER BUENO 43g    ,K,1.05,20.0,snacks/sweet,1,286,2024-08-01 16:22:24,2024-08-01 16:22:40,36,system,b'\x00'
5507, ZĽAVA PRE ČLENA                        ,Z,-0.3,20.0,pastry/sweet,1,286,2024-08-01 16:22:24,2024-08-02 07:44:09,36,system,b'\x00'
5508,Banány voľné        ,K,1.6810344827586206,20.0,fruits-veg/fruit,1,286,2024-08-01 16:22:24,2024-08-01 16:22:41,36,system,b'\x00'
5509,FRAN.BAGET.STR110g  ,K,0.43,20.0,pastry/basic,1,286,2024-08-01 16:22:24,2024-08-01 16:22:41,36,system,b'\x00'
5510,Kápia voľná         ,K,4.0,10.0,meat/fish,1,286,2024-08-01 16:22:24,2024-08-01 16:22:41,36,system,b'\x00'
5511,DUPETKY SEZAM       ,K,0.69,20.0,snacks/salty,1,286,2024-08-01 16:22:24,2024-08-01 16:22:41,36,system,b'\x00'
5512,Banány              ,K,1.0911602209944753,20.0,fruits-veg/fruit,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5513,Reďkvičky zväzok    ,K,0.49,20.0,fruits-veg/vegetable,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5514,Tekvica Hokaido     ,K,1.5902366863905324,10.0,fruits-veg/vegetable,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5515,Paprika žltá        ,K,3.9908256880733943,10.0,fruits-veg/vegetable,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5516,Par. strapcové 300g ,K,1.79,10.0,home/office,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5517,Uhorka šalátová     ,K,0.89,10.0,fruits-veg/vegetable,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5518,Mrkva 1kg           ,K,1.09,20.0,fruits-veg/vegetable,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5519,K.Tortilly 370 g    ,K,1.49,20.0,pastry/other,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5520,Rožok 50 g          ,K,0.13,10.0,pastry/basic,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5521,Kolienka 400g       ,K,0.95,20.0,basic/pasta,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5522,K.Gouda blok48%250g ,K,2.19,20.0,dairy/cheese,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5523,Hummus Trio OKC210g ,K,2.19,20.0,home/maintenence,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5524,Kaufland Card       ,Z,-0.5,20.0,pastry/sweet,2,277,2024-08-01 16:22:52,2024-08-02 07:44:09,36,system,b'\x00'
5525,K.Maslo 250g        ,K,2.39,10.0,dairy/butter,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5526,Dots 30g            ,K,0.38999999999999996,20.0,health/vitamins-ointments,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5527,K.Biely jogurt500g  ,K,0.85,10.0,dairy/joghurts,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5528,K.Lístkové ces. 375g,K,0.99,20.0,basic/baking,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5529,Actimel jah.8x100g  ,K,2.49,10.0,dairy/joghurts,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5530,Naturella 20 ks     ,K,2.59,20.0,health/lady,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5531,Zľava s kupónom     ,Z,-0.17,20.0,pastry/sweet,2,277,2024-08-01 16:22:52,2024-08-02 07:44:09,36,system,b'\x00'
5532,Mysli čoko trio 750g,K,4.29,20.0,basic/morning,2,277,2024-08-01 16:22:52,2024-08-01 16:22:53,36,system,b'\x00'
5533,Zľava s kupónom     ,Z,-1.08,20.0,pastry/sweet,2,277,2024-08-01 16:22:52,2024-08-02 07:44:09,36,system,b'\x00'
5534,LYCKSELE pot na     ,K,59.0,20.0,basic/baking,139,164,2024-08-01 16:23:25,2024-08-01 16:23:25,36,system,b'\x00'
5535,HATTASEN N nst      ,K,14.99,20.0,dairy/cheese,139,164,2024-08-01 16:23:25,2024-08-01 16:23:26,36,system,b'\x00'
5536,STUK skat s         ,K,3.49,20.0,snacks/sweet,139,164,2024-08-01 16:23:25,2024-08-01 16:23:26,36,system,b'\x00'
5537,GURLI poťah na      ,K,2.99,20.0,meat/smoked,139,164,2024-08-01 16:23:25,2024-08-01 16:23:26,36,system,b'\x00'
5538,GURLI N poťah       ,K,2.99,20.0,home/laundry,139,164,2024-08-01 16:23:25,2024-08-01 16:23:26,36,system,b'\x00'
5539,DYTAG deka          ,K,29.99,20.0,meat/deli,139,164,2024-08-01 16:23:25,2024-08-01 16:23:26,36,system,b'\x00'
5540,GOMBIK,K,0.2,20.0,fruits-veg/fruit,227,288,2024-08-01 16:23:56,2024-08-01 16:23:56,36,system,b'\x00'
5541,BRAVO QUICK EASY,K,3.5,20.0,drugstore/beauty,227,288,2024-08-01 16:23:56,2024-08-01 16:23:56,36,system,b'\x00'
5542,Svijanský Maz 11%   ,K,1.09,20.0,home/decorations,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5543,CLEVER cibuľa 1kg   ,K,0.89,10.0,home/maintenence,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5544,Jablká Early gold   ,K,1.8927125506072875,10.0,fruits-veg/fruit,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5545, ZĽAVA PRE ČLENA        0.01            ,Z,-0.6,10.0,home/accessories,1,137,2024-08-07 14:42:25,2024-08-08 07:45:54,5,system,b'\x00'
5546,Dyňa.čer.vcelku     ,K,0.8490171476369719,20.0,basic/spices,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5547,CLEVER zemia.B 5kg  ,K,4.99,10.0,home/maintenence,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5548,Banány voľné        ,K,1.6908713692946058,20.0,fruits-veg/fruit,1,137,2024-08-07 14:42:25,2024-08-07 14:42:43,5,system,b'\x00'
5549,Cvikla 1kg          ,K,1.49,20.0,fruits-veg/vegetable,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5550,BV Nektárinky kg    ,K,1.9887278582930759,20.0,home/plants-garden,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5551,CLEVER mrkva 1kg    ,K,0.79,20.0,fruits-veg/vegetable,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5552,Petržlen voľný SF   ,K,4.4849785407725316,20.0,fruits-veg/vegetable,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5553, ZĽAVA PRE ČLENA        0.01            ,Z,-0.7,20.0,home/accessories,1,137,2024-08-07 14:42:25,2024-08-08 07:45:54,5,system,b'\x00'
5554,D.VÝŽIVA JA+HR.190  ,K,0.75,20.0,baby/food,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5555,Pečeňová paš.       ,K,2.19,20.0,basic/spread,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5556,Kaleráb s vňať.kus  ,K,0.89,10.0,fruits-veg/vegetable,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5557,Hrozno biele 500g   ,K,1.49,20.0,fruits-veg/fruit,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5558,AKCIA BALÍČEK MIX   ,K,3.996865203761755,20.0,meat/meat,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5559,Giana tuniak 170g   ,K,2.29,20.0,basic/canned-fish,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5560,kys.ml.Acidko van.  ,K,1.19,10.0,dairy/milk,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5561,Kačica pitvaná      ,K,2.6896251089799477,10.0,meat/meat,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5562,dru tyč.sl.220g     ,K,1.59,20.0,home/laundry,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5563,parenica úd.105g    ,K,1.39,20.0,meat/smoked,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5564,ZIPSER ŠUNKA        ,K,9.49685534591195,20.0,meat/meat-products,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5565,smot.na šľah.250ml  ,K,1.89,20.0,dairy/cream,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5566,LIPT.BRYNDZA 110G   ,K,1.99,20.0,dairy/cheese,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5567,Cukr.Jojo 80g       ,K,1.09,20.0,snacks/sweet,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5568,maslo Rajo 250g     ,K,2.15,10.0,dairy/butter,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5569,tvarožky olom.100g  ,K,2.09,20.0,health/vitamins-ointments,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5570,Toreador saláma     ,K,9.885057471264368,20.0,meat/smoked,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5571,Chips.Mor.br.175g   ,K,1.99,20.0,snacks/salty,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5572,SNACK BAG TIXY 125  ,K,1.79,20.0,snacks/salty,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5573,BP vajcia voľ.výb.  ,K,1.99,20.0,dairy/eggs,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5574,VIANOČKA OLZ        ,K,3.59,20.0,pastry/sweet,1,137,2024-08-07 14:42:25,2024-08-07 14:42:44,5,system,b'\x00'
5575, Zľava                  25%             ,Z,-0.5,20.0,other,1,137,2024-08-07 14:42:25,2024-08-08 07:45:54,5,system,b'\x00'
5576,"GP_GPB_eshop_Aqua Ticket Dieťa 6-11,99r",K,0.0,0.0,health/vitamins-ointments,229,289,2024-08-12 18:18:47,2024-08-12 18:19:06,21,system,b'\x00'
5577,"GP_GPB_eshop_Aqua Ticket Junior 12-17,99r",K,0.0,0.0,drugstore/beauty,229,289,2024-08-12 18:18:47,2024-08-12 18:19:06,21,system,b'\x00'
5578,"GP_GPB_eshop_Aqua Ticket Dospelý 18-59,99r",K,0.0,0.0,home/maintenence,229,289,2024-08-12 18:18:47,2024-08-12 18:19:06,21,system,b'\x00'
5579,GP_GPB_eshop_Aqua Ticket Senior 60- r,K,0.0,0.0,drugstore/beauty,229,289,2024-08-12 18:18:47,2024-08-12 18:19:06,21,system,b'\x00'
5580,1. sem predaj kurzu,K,19.0,10.0,free-time/books-news-magazines,230,290,2024-08-12 18:19:43,2024-08-12 18:19:43,21,system,b'\x00'
5581,"Mattoni0,5",K,2.5,20.0,drinks/mineral-water,46,143,2024-08-13 05:01:01,2024-08-13 05:01:18,21,system,b'\x00'
5582,ReturnPETcan,K,0.15,0.0,meat/smoked,46,143,2024-08-13 05:01:01,2024-08-13 05:01:18,21,system,b'\x00'
5583,LiptonPeach,K,3.4,20.0,drinks/non-alcoholic,46,143,2024-08-13 05:01:01,2024-08-13 05:01:18,21,system,b'\x00'
5584,Taštička pizzová    ,K,0.49000000000000005,20.0,pastry/salty,3,136,2024-09-17 10:06:14,2024-09-17 10:06:33,7,system,b'\x00'
5585,Taštič. šunka-syr   ,K,0.5900000000000001,20.0,pastry/salty,3,136,2024-09-17 10:06:14,2024-09-17 10:07:24,7,7,b'\x01'
5586,Oškvarkový pagáč    ,K,0.55,20.0,pastry/salty,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5587,Pagáč so syrom      ,K,0.49000000000000005,20.0,pastry/salty,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5588,Krušovice 10°       ,K,0.85,20.0,drinks/beer,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5589,Šiška s nug.náplň.  ,K,0.59,20.0,pastry/sweet,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5590,Ružový donut        ,K,0.49,20.0,pastry/sweet,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5591,Donut s čoko. pol.  ,K,0.49,20.0,pastry/sweet,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5592,Hubert neal. biel.  ,K,5.489999999999999,20.0,drinks/non-alcoholic,3,136,2024-09-17 10:06:14,2024-09-17 10:06:58,7,7,b'\x01'
5593,Hugo rosé           ,K,0.89,20.0,drinks/wine,3,136,2024-09-17 10:06:14,2024-09-17 10:06:34,7,system,b'\x00'
5594,Chateau Modra Tri Muskaty Premium 0.75l,K,11.99,20.0,home/maintenence,179,291,2024-09-17 17:16:54,2024-09-17 17:17:19,7,system,b'\x00'
5595,Merci Petits - crunch 125g,K,3.49,20.0,snacks/sweet,179,291,2024-09-17 17:16:54,2024-09-17 17:17:19,7,system,b'\x00'
5596,SPODNÁ BIELIZEN TANGÁ Ž                 ,K,16.9,20.0,pastry/salty,97,292,2024-09-17 17:17:13,2024-09-17 17:17:31,7,system,b'\x00'
5597,Žlava               ,Z,-2.86,20.0,other,97,292,2024-09-17 17:17:13,2024-09-18 07:58:56,7,system,b'\x00'
5598,S.BIEL.NOHAV.KLASICKÉ Ž                 ,K,16.9,20.0,free-time/visual,97,292,2024-09-17 17:17:13,2024-09-17 17:17:31,7,system,b'\x00'
5599,SPODN./DL.KOŠELA Ž  ,K,65.9,20.0,home/decorations,97,292,2024-09-17 17:17:13,2024-09-17 17:17:31,7,system,b'\x00'
5600,Žlava               ,Z,-11.18,20.0,other,97,292,2024-09-17 17:17:13,2024-09-18 07:58:56,7,system,b'\x00'
5601,Princez. poklad 100g,K,1.35,20.0,home/plants-garden,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5602,Detska.sun.92% 100g ,K,1.99,20.0,meat/meat-products,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5603,TS Lístko.cesto 275g,K,1.05,20.0,basic/baking,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5604,Kostíci van.jog.109g,K,0.99,10.0,dairy/joghurts,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5605,Makovka 70 g        ,K,0.39,20.0,pastry/sweet,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5606,Toast.chl.mas.500 g ,K,1.59,20.0,pastry/basic,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5607,TS sm.jog.biely 375g,K,0.84,10.0,dairy/joghurts,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5608,TS JOG.CUC.50g      ,K,0.48,10.0,dairy/joghurts,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5609,EMCO M. CHRUM.J+M   ,K,4.75,20.0,basic/morning,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5610,Jablká červené voľné,K,1.182795698924731,10.0,fruits-veg/fruit,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5611,Banány voľné        ,K,1.6952054794520548,20.0,fruits-veg/fruit,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5612,Hrušky zelené ukl.  ,K,2.4907749077490773,10.0,fruits-veg/fruit,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5613,Vianoč.s hrozienkami,K,2.09,20.0,pastry/sweet,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5614,NES KitKat cer. 350g,K,4.99,20.0,fruits-veg/vegetable,41,293,2024-09-17 17:18:01,2024-09-17 17:18:01,7,system,b'\x00'
5615,CC TS sm.jog.biely 3,Z,-0.19,10.0,dairy/joghurts,41,293,2024-09-17 17:18:01,2024-09-18 07:58:56,7,system,b'\x00'
5616,Water service,K,3.0,10.0,drinks/non-alcoholic,231,294,2024-09-17 17:18:35,2024-09-17 17:18:35,7,system,b'\x00'
5617,Tasting Menu,K,95.0,10.0,home/maintenence,231,294,2024-09-17 17:18:35,2024-09-17 17:18:35,7,system,b'\x00'
5618,Wine pairing,K,50.0,20.0,snacks/sweet,231,294,2024-09-17 17:18:35,2024-09-17 17:18:35,7,system,b'\x00'
5619,"Rajec sýtený 1,5l VO",K,0.79,20.0,drinks/non-alcoholic,41,295,2024-09-17 17:19:03,2024-09-17 17:19:03,7,system,b'\x00'
5620,PET obal záloha     ,K,0.15,0.0,home/office,41,295,2024-09-17 17:19:03,2024-09-17 17:19:03,7,system,b'\x00'
5621,Vajcia voľný výb.M6 ,K,1.79,20.0,dairy/eggs,41,296,2024-09-17 17:19:07,2024-09-17 17:19:08,7,system,b'\x00'
